t,v
0.012875473828142026, -0.0008426963558418928
0.012875473828142026, -0.0008426963558418928
0.012320748198358267, -0.012860827125110094
0.012320748198358267, -0.012860827125110094
0.056796118866997425, -0.02930192158904564
0.056796118866997425, -0.02930192158904564
0.18421756923121824, -0.06871619944819399
0.18421756923121824, -0.06871619944819399
0.3573600899239442, -0.09758348864028964
0.3573600899239442, -0.09758348864028964
0.5053453167045407, -0.11148355043867123
0.5053453167045407, -0.11148355043867123
0.8344241315380987, -0.12199102706963755
0.8344241315380987, -0.12199102706963755
1.1122540838024981, -0.12280511126141691
1.1122540838024981, -0.12280511126141691
1.177205642630178, -0.11562958925973327
1.177205642630178, -0.11562958925973327
1.2038714009741762, -0.09791593473701626
1.2038714009741762, -0.09791593473701626
1.2049905842623365, -0.07366882879901904
1.2049905842623365, -0.07366882879901904
1.200095373880209, -0.03972356172782436
1.200095373880209, -0.03972356172782436
1.201195093111184, -0.015898144588748803
1.201195093111184, -0.015898144588748803
1.1952780197268222, -0.004091539460942938
1.1952780197268222, -0.004091539460942938
1.2019347272842291, 0.00012602977027546813
1.2019347272842291, 0.00012602977027546813